Name,Location,Founded,Employees,About,Skills,Link
Fluxon - Software Engineering Lead,Job available in Hyderabad,Founded in 2017,50 - 200 employees,"Fluxon caters to software development with expertise in Software Engineering, Data Analysis and executive dashboards, Master data management, Search indexing, Content management, Mobile applications, etc.","Python
Android
Golang
iOS
Java
JavaScript
Ruby
+7",https://www.instahyre.com/job-289589-software-engineering-lead-at-fluxon-hyderabad/
Folium Labs - Software Engineer,Job available in Bangalore,Founded in 2021,10 - 50 employees,Folium Labs is an information and technology organization that builds tech-enabled tools and offers blockchain and financial technology solutions for various industry segments with expertise in cryptographic tools.,"Python
C
C++
Rust
Scala",https://www.instahyre.com/job-289491-software-engineer-at-folium-labs-bangalore/
GeoIQ - Data Analyst,Job available in Bangalore,Founded in 2018,10 - 50 employees,"GeoIQ empowers business analysts to data scientists, to turn location data into business outcomes. Its platform and APIs offer insights on where things happen, why they happen and helps predict what will happen.","Python
SQL",https://www.instahyre.com/job-289540-data-analyst-at-geoiq-bangalore/
Intellectyx Data Science - Full Stack Developer,Job available in Work From Home,Founded in 2008,50 - 200 employees,"Intellectyx is a Software Services Company that develops software solutions using web, mobile, artificial intelligence and analytics. Headquartered in USA with offshore development centers in India and Ukraine.","Python
JavaScript
Django
React.js",https://www.instahyre.com/job-289488-full-stack-developer-at-intellectyx-data-science-work-from-home/
Krones - Fullstack Developer,Job available in Bangalore,Founded in 1951,More than 1000 employees,"Krones offers machines and technology solutions for the beverage industry and food producers. Offerings include process technology, filling technology, packaging machines, all the way through to IT solutions.","Python
C#
.NET
IoT
JavaScript",https://www.instahyre.com/job-289526-fullstack-developer-at-krones-bangalore/
M-Insure - Python Developer,Job available in Bangalore,Founded in 2019,200 - 500 employees,"M-Insure is an omnichannel health-tech platform focusing on health inclusion with digital insurance, medical data analysis, telemedicine, and more via both a hotline and app, operating 1400+ E-clinics in 25 states.",ServiceNow,https://www.instahyre.com/job-289554-python-developer-at-m-insure-bangalore/
Plivo - Software Development Manager - 1,Job available in Bangalore,Founded in 2011,50 - 200 employees,"Plivo provides a cloud-based API platform that enables developers and businesses to build Voice and SMS apps in the cloud. Profitable with over 50,000 customers. Funded by top tier investors like Y Combinator.","Python
Golang
Java
Spring
Struts",https://www.instahyre.com/job-289442-software-development-manager-1-at-plivo-bangalore/
ResMed - Machine Learning Ops Engineer,Job available in Bangalore,Founded in 1989,More than 1000 employees,"ResMed is a sleep technology company that offers cloud-connected medical devices to support medical professionals and caregivers in helping people with sleep apnea, insomnia, COPD, and other chronic diseases.","Python
Machine Learning",https://www.instahyre.com/job-289465-machine-learning-ops-engineer-at-resmed-2-bangalore/
Shop Trade - Full Stack Engineer,Job available in Bangalore,Founded in 2016,10 - 50 employees,"Shop Trade is an Information Technology and Services company that specializes in services wrt E-commerce, Web Development, Web Design, Magento, User Experience Design, Branding, etc.","Python
JavaScript
Django
React.js",https://www.instahyre.com/job-289538-full-stack-engineer-at-shop-trade-bangalore/
Sigmoid - Engineering Manager - Full Stack,Job available in Bangalore,Founded in 2013,500 - 1000 employees,"Sigmoid builds real time big data products on open source technologies like Apache Spark and Pig. It has raised VC funding and customers include Honeywell, PubNub, Guavus, Fusionops, Capillary Tech, etc.","Python
Flask
Django
React.js
Angular",https://www.instahyre.com/job-289468-engineering-manager-full-stack-at-sigmoid-bangalore/
Squareboat - Backend Lead,Job available in Gurgaon,Founded in 2013,50 - 200 employees,"SquareBoat is a Gurgaon based IT firm providing services of Web Development - Front & End, App Dev, UI/UX Design, DevOps, Growth Hacking. Their clients include Tripoto, Paisabazaar, LBB, PVR Cinemas and more.",Python,https://www.instahyre.com/job-289444-backend-lead-at-squareboat-gurgaon/
Swish - SDE 3,Job available in Bangalore,Founded in 2012,50 - 200 employees,"Swish is Sweden's go-to payment application and offers a wide range of mobile payment, invoicing, payouts, and similar solutions to 8 million individuals and 30,000 + businesses across the country.","Python
Golang
Django",https://www.instahyre.com/job-289487-sde-3-at-swish-bangalore/
Tredence Inc - Python Architect,Job available in Bangalore,Founded in 2013,500 - 1000 employees,"Tredence Inc is a Management Consulting company that specializes in solutions related to Data Visualization, BI Solutions, Advanced Analytics, Tableau Services, Analytics Consulting, etc.","Python
Azure
Machine Learning
Big Data
Kubernetes",https://www.instahyre.com/job-289454-python-architect-at-tredence-inc-bangalore/
Upstox - Quality Assurance Engineer 2 - (Backend / API Testing),Job available in Mumbai,Founded in 2010,200 - 500 employees,"Upstox is a Financial Services company that offers fintech solutions to customers wrt discount stock broking, with easy-to-use trading platforms. It was founded as RKSV Securities.","Python
Manual Testing
Mobile Apps Testing
+4",https://www.instahyre.com/job-289534-quality-assurance-engineer-2-backend-api-testing-at-upstox-mumbai/
Wingify - Senior Software Engineer - Backend,Job available in Work From Home,Founded in 2009,50 - 200 employees,"Wingify makes Visual Website Optimizer, a tool that helps websites increase sales and conversions on their websites. Used by 3500+ companies like Microsoft, Disney, etc. Bootstrapped and doing $10 million in revenue. Now working on several new products!","Python
Node.js
PHP",https://www.instahyre.com/job-289477-senior-software-engineer-backend-at-wingify-work-from-home/
Allen Career Institute - Data Engineer - Analytics,Job available in Bangalore,Founded in 1988,More than 1000 employees,"Allen is a career coaching institute that offers classroom, distance learning, and online courses to students who are appearing for national-level entrance exams while operating across 35 cities nationwide.","Python
Hadoop
Java
ETL
AWS",https://www.instahyre.com/job-289529-data-engineer-analytics-at-allen-career-institute-bangalore/
Einfochips - C Validation Engineer,Job available in Bangalore,Founded in 1994,50 - 200 employees,"Entri is a vernacular language learning platform for India, focussed on helping people to sustain a job opportunity, with a test preparation platform for exams such as PSC, Bank, SSC, RRB, etc.","Python
Django",https://www.instahyre.com/job-289455-c-validation-engineer-at-einfochips-bangalore/
Genpact - Principal Consultant,Job available in Bangalore,Founded in 1997,More than 1000 employees,"Genpact is an MNC that is engaged in business process management and information technology services. End markets include banking and insurance, capital markets, retail, life sciences, infrastructure, manufacturing and services and healthcare.","Python
PySpark
SQL
AWS Glue
Databricks",https://www.instahyre.com/job-289314-principal-consultant-at-genpact-bangalore/
Hevo Data - SDE - III,Job available in Bangalore,Founded in 2017,200 - 500 employees,"Based in San Francisco, Hevo is a data integration platform that helps companies in moving data from one source to another. Connects to the source and using the transformation code transfers data to the warehouse.","Python
Java",https://www.instahyre.com/job-289276-sde-iii-at-hevo-data-bangalore/
Hy-Vee - Senior Software Engineer Mobile - Digital,Job available in Bangalore,Founded in 1930,More than 1000 employees,"Hy-Vee is an employee-owned chain of supermarkets that operates 280+ retail stores including bakeries, dine-in and carryout food service, pharmacies, health clinics, wine, spirits, and more in 8 Midwestern states.","Python
React Native
React.js
Node.js
Java",https://www.instahyre.com/job-289269-senior-software-engineer-mobile-digital-at-hy-vee-bangalore/
Jar - Assistant Growth Manager,Job available in Bangalore,Founded in 2020,50 - 200 employees,"Jar is a micro wealth management platform and a financial advisor to the young population helping them rediscover savings. It is a reliable planner for micro-savings, financial literacy, and micro-investments.","Python
Clevertap
Microsoft Excel
Power BI
R
SQL",https://www.instahyre.com/job-289300-assistant-growth-manager-at-jar-bangalore/
MSD Technologies - Lead Data Engineer - GCP,Job available in Bangalore,Founded in 2012,10 - 50 employees,MSD Technologies provides engineering services specializing in the HVAC industry developing software for designing and rating of HVAC softwares along with producing machine tools heat exchangers.,"Python
Google Cloud
Spark
Data Processing
PySpark",https://www.instahyre.com/job-289285-lead-data-engineer-gcp-at-msd-technologies-bangalore/
MSD Technologies - Lead Data Engineer - GCP,Job available in Bangalore,Founded in 2012,10 - 50 employees,MSD Technologies provides engineering services specializing in the HVAC industry developing software for designing and rating of HVAC softwares along with producing machine tools heat exchangers.,"Python
Spark
Data Processing
PySpark
Google Cloud",https://www.instahyre.com/job-289331-lead-data-engineer-gcp-at-msd-technologies-bangalore/
PhonePe - Data Scientist,Job available in Bangalore,Founded in 2015,More than 1000 employees,"PhonePe is a BHIM UPI enabled mobile payments app company which has build a platform for easy, safe and universal transfer of cash. Recently, PhonePe has developed a Point-Of-Sale system for stores in India.","Python
Computer Vision
Java
Machine Learning
R
+2",https://www.instahyre.com/job-289322-data-scientist-at-phonepe-bangalore/
PhonePe - Data Scientist 3,Job available in Bangalore,Founded in 2015,More than 1000 employees,"PhonePe is a BHIM UPI enabled mobile payments app company which has build a platform for easy, safe and universal transfer of cash. Recently, PhonePe has developed a Point-Of-Sale system for stores in India.","Python
NLP",https://www.instahyre.com/job-289374-data-scientist-3-at-phonepe-bangalore/
Portcast - Data Analyst,Job available in Work From Home,Founded in 2018,10 - 50 employees,Portcast is a technology company that leverages data and AI to improve supply chain and logistic profitability by accurately forecasting cargo demands and real-time vessel and container tracking capabilities.,"Python
SQL
Tableau
Matplotlib
NumPy
pandas",https://www.instahyre.com/job-289388-data-analyst-at-portcast-work-from-home/
Recro - Python Developer,Job available in Work From Home,Founded in 2014,200 - 500 employees,Recro is a developer-focused platform bridging the gap between talent and opportunity by seamlessly matching individual expertise with the right opportunities in high-growth organizations.,"Python
NLP
Machine Learning",https://www.instahyre.com/job-289365-python-developer-at-recro-2-work-from-home/
Recro - Python Developer,Job available in Bangalore,Founded in 2014,200 - 500 employees,Recro is a developer-focused platform bridging the gap between talent and opportunity by seamlessly matching individual expertise with the right opportunities in high-growth organizations.,"Python
NLP
Machine Learning
MongoDB
SQL",https://www.instahyre.com/job-289406-python-developer-at-recro-2-bangalore/
Salesforce - Sr. Engineering Manager - AI / ML / Deep Learning App,"Job available in Bangalore, Hyderabad",Founded in 1999,More than 1000 employees,Salesforce is an enterprise cloud computing company that provides business software on a subscription basis. Best known for its on-demand CRM solutions but offers various other products as well.,"Python
Big Data
Golang
Scala",https://www.instahyre.com/job-289277-sr-engineering-manager-ai-ml-deep-learning-app-at-salesforce-bangalore-hyderabad/
Terrascope - Senior Software Engineer,Job available in Bangalore,Founded in 2022,50 - 200 employees,"Terrascope is an end-to-end smart carbon measurement and management SaaS platform that provides the data, analytics, and digital tools to help companies to decarbonize their business operations and supply chains.","Python
Java
JavaScript",https://www.instahyre.com/job-289396-senior-software-engineer-at-terrascope-bangalore/
The Chatterjee Group Real Estate - Data Scientist,Job available in Mumbai,Founded in 1996,50 - 200 employees,"TCGRE is a commercial real estate company focusing on developing, financing, and investing for top-notch commercial properties across petrochemicals, software, life sciences, real estate, finance, and IT sectors.","Python
Machine Learning
Computer Vision
Neural Networks
NLP",https://www.instahyre.com/job-289440-data-scientist-at-the-chatterjee-group-real-estate-mumbai/
Uber - Staff Software Engineer,Job available in Bangalore,Founded in 2009,More than 1000 employees,"Uber offers an online-ride hailing and on-demand service platform. The platform enables users to book various services like taxi-hailing, food-delivery, freight solutions, and more.","Python
C++
Golang
Identity Access Management (IAM)
Java",https://www.instahyre.com/job-289390-staff-software-engineer-at-uber-bangalore/
Verizon Communications - Qlik Developer,Job available in Chennai,Founded in 1983,More than 1000 employees,"Verizon provides telecommunications services specializing in 5G, 5G Labs, 4G LTE, Broadband & Fiber, Media & Technology, Internet of Things, Managed Security, etc.","Python
Qlik Sense
QlikView",https://www.instahyre.com/job-289412-qlik-developer-at-verizon-communications-chennai/
Viacom18 - DevOps Engineer,Job available in Bangalore,Founded in 2007,More than 1000 employees,"Viacom 18 Media is a multi-channel TV network. Delivers content across multiple genres through its channels such as MTV, Colors, VH1, Comedy Central, Nick, Sonic, etc. It is a joint venture of TV18 & Viacom Inc. of USA.","Python
DevOps
AWS
Google Cloud
Kubernetes",https://www.instahyre.com/job-289397-devops-engineer-at-viacom18-bangalore/
ZestMoney - Assistant Manager - Credit Risk Analytics,Job available in Bangalore,Founded in 2015,50 - 200 employees,"Zest is a consumer digital lending platform. It partners with e-commerce companies to enable EMI financing at check-out, helping the merchants convert more customers, increase average order size and reduce cash collection cycles.","Python
SQL",https://www.instahyre.com/job-289324-assistant-manager-credit-risk-analytics-at-zestmoney-2-bangalore/
D. E. Shaw - App Engineer - TA,"Job available in Bangalore, Hyderabad",Founded in 1988,More than 1000 employees,D. E. Shaw is an investment management firm that develops technology products based around algorithmic trading and mathematical models to exploit market anomalies. Founded by Stanford alumni.,"Python
CI - CD
Git
Java
Jenkins
Linux",https://www.instahyre.com/job-289310-app-engineer-ta-at-d-e-bangalore-hyderabad/
Entri.app - Backend Product Engineer,Job available in Kochi,Founded in 2015,50 - 200 employees,"Adagrad AI is a leading AI solution provider that leverages hardware-accelerated algorithms, enhanced computer vision applications, and advanced tech to develop and deploy scalable solutions for businesses.","Python
C++
CI - CD
Linux
Algorithms",https://www.instahyre.com/job-289380-backend-product-engineer-at-entri-kochi/
Anko - Senior DevOps Engineer,Job available in Bangalore,Founded in 2018,200 - 500 employees,Anko is the innovation and technology hub that fuels customer experience for Australian retail brands by building competitive capabilities and providing on-trend products across apparel and general merchandise.,"Python
AWS
Kubernetes
Django",https://www.instahyre.com/job-289222-senior-devops-engineer-at-anko-bangalore/
Anunta Technologies - Sr. Python Developer,Job available in Chennai,Founded in 2012,500 - 1000 employees,"Anuntac provides Application Delivery as a Service (ADaaS) on its proprietary platform. Also offers managed hosted desktops, remote infrastructure management, service desk, managed data center services and more.","Python
Cloud Computing
Virtualization",https://www.instahyre.com/job-289255-sr-python-developer-at-anunta-technologies-chennai/
Atlan - Customer Engineering Specialist,Job available in Work From Home,Founded in 2019,50 - 200 employees,"Atlan is a global Information Technology and Services company that specializes in Data Collection, Data & Analytics, Data Visualization, Monitoring and Evaluation, etc.","Python
Technical Support
L3 Support
Java",https://www.instahyre.com/job-289160-customer-engineering-specialist-at-atlan-work-from-home/
CodeHall - SDE - Automation and DevOps,Job available in Bangalore,Founded in 2016,10 - 50 employees,"CodeHall Technology helps startups, small/medium businesses, and non-profit organizations leverage open-source solutions to turn their vision into reality by building software using open source.","Python
Golang
JavaScript",https://www.instahyre.com/job-289074-sde-automation-and-devops-at-codehall-bangalore/
CreditVidya - Risk Analyst,Job available in Hyderabad,Founded in 2013,200 - 500 employees,"CreditVidya is a fintech company providing software suites which help in crediting, summarizing, customer profiling, credit-worthiness checking, identity verifying, etc. Clients- SBI, TVS, Bajaj Finserv, AXIS Bank, Tata.","Python
Risk Assessment
SQL
Loans
Data Analysis",https://www.instahyre.com/job-289084-risk-analyst-at-creditvidya-2-hyderabad/
Epicor - Principal Product Developer,Job available in Bangalore,Founded in 1972,More than 1000 employees,"Epicor provides business management software solutions specializing in ERP Software, Retail and POS Software Solutions, Supply Chain Management, Customer Relationship Management, etc.","Python
Django
SQL
JavaScript
AWS",https://www.instahyre.com/job-289035-principal-product-developer-at-epicor-bangalore/
"Epicor - Principal, Product QA",Job available in Bangalore,Founded in 1972,More than 1000 employees,"Epicor provides business management software solutions specializing in ERP Software, Retail and POS Software Solutions, Supply Chain Management, Customer Relationship Management, etc.","Python
Quality Assurance
Manual Testing
Automation Testing
+1",https://www.instahyre.com/job-289031-principal-product-qa-at-epicor-bangalore/
ExcelR - Technical Trainer,Job available in Bangalore,Founded in 2013,200 - 500 employees,ExcelR is an ed-tech platform providing various career-oriented courses in technical and management domains across 40+ countries with course videos on YouTube and knowledge-sharing webinars led by industry experts.,"Python
Java
JavaScript
HTML
CSS",https://www.instahyre.com/job-289169-technical-trainer-at-excelr-bangalore/
Freshworks - Lead SDET,Job available in Chennai,Founded in 2010,More than 1000 employees,"Freshworks is a cloud-based business management applications provider company. The product portfolio includes customer support software, CRM software, IT service management software, call center software and more.","Python
Automation Testing
Manual Testing
+6",https://www.instahyre.com/job-289126-lead-sdet-at-freshworks-chennai/
GroMo - Lead Analyst,Job available in Gurgaon,Founded in 2019,50 - 200 employees,"GRoMo is a technology-based real estate company that provides access to financial products such as Loans, Insurance, and Investments for the Tier 2 cities, with a team of entrepreneurs from IIT Delhi.","Python
Microsoft Excel
Power BI
R
SQL
Tableau",https://www.instahyre.com/job-289163-lead-analyst-at-gromo-gurgaon/
Infosys - Data Engineer - Hadoop,Job available in Hyderabad,Founded in 1981,More than 1000 employees,"Infosys is an Indian MNC that provides business consulting, information technology and outsourcing services. It provides software development, maintenance and independent validation services to companies.","Python
Hadoop
Hive
Scala
PySpark",https://www.instahyre.com/job-289205-data-engineer-hadoop-at-infosys-4-hyderabad/
Juleo - Lead Data Analytics,Job available in Gurgaon,Founded in 2023,0 - 10 employees,Juleo is a Delhi-based IT services company leveraging applied AI and consumer technology to develop solutions that empower large enterprises as well as startups to tackle technology and consumer internet problems.,"Python
SQL
Data Analysis
Data Visualization",https://www.instahyre.com/job-289068-lead-data-analytics-at-juleo-gurgaon/
MeeTri Infotech - Senior Backend Engineer - Python,Job available in Noida,Founded in 2009,10 - 50 employees,"MeeTri is an IT service company that offers end-to-end value-added IT solutions in the field of web and mobile application development, IoT, data analytics, telecommunication, device testing, and field testing.","Python
Django
Flask",https://www.instahyre.com/job-289204-senior-backend-engineer-python-at-meetri-infotech-noida/
Mirafra Technologies - SDET,Job available in Bangalore,Founded in 2004,More than 1000 employees,"Mirafra offers semiconductor technology services such as design and verification, design implementation, library and flow development, post silicon validation, IC packaging, etc. It has offices in India, US and Singapore.","Python
Automation Testing
Mobile Apps Testing
SDET
+4",https://www.instahyre.com/job-289036-sdet-at-mirafra-technologies-2-bangalore/
Provakil - VP Engineering,Job available in Pune,Founded in 2015,10 - 50 employees,"Provakil is a legal services company that provides services related to building software for legal services, specializing in intellectual property management, litigation management, etc.","Python
Engineering Management
Node.js
+2",https://www.instahyre.com/job-289265-vp-engineering-at-provakil-pune/
Teachmint - Technical Lead,Job available in Indore,Founded in 2020,500 - 1000 employees,"Teachmint is an all-in-one education technology platform for the tutors of the digital age featuring live classes, and student engagement tools, it focuses on creating a deeply immersive online experience.","Python
React.js
Algorithms
Android
MongoDB",https://www.instahyre.com/job-289077-technical-lead-at-teachmint-indore/
Tiger Analytics - Quality Engineering - App (Python Automation),Job available in Bangalore,Founded in 2011,More than 1000 employees,"Tiger Analytics is a management consulting organization that provides services related to advanced analytics and AI consulting, specializing in data analytics, predictive modeling, etc.",pytest,https://www.instahyre.com/job-289164-quality-engineering-app-python-automation-at-tiger-analytics-bangalore/
Triomics - Lead Software Engineer,Job available in Bangalore,Founded in 2020,10 - 50 employees,"Triomics is an end-to-end cloud platform for pharmaceutical and biotech companies to run observational, bio-specimen collection, and remote clinical trials seamlessly in a single workflow.","Python
Data Structures
Django
Algorithms",https://www.instahyre.com/job-289030-lead-software-engineer-at-triomics-bangalore/
Accolite Digital - DevOps Engineer,Job available in Bangalore,Founded in 2000,More than 1000 employees,"Accolite Digital provides cloud and digital product engineering services to help clients overcome digital challenges and achieve their goals. It caters to the banks, technology, healthcare, and media sectors.","Python
DevOps
Kubernetes
Docker",https://www.instahyre.com/job-289042-devops-engineer-at-accolite-digital-bangalore/
Adagrad AI - C++ Developer,Job available in Bangalore,Founded in 2018,More than 1000 employees,"Allen is a career coaching institute that offers classroom, distance learning, and online courses to students who are appearing for national-level entrance exams while operating across 35 cities nationwide.","Python
Java
Data Structures
Algorithms
C++",https://www.instahyre.com/job-289091-c-developer-at-adagrad-ai-bangalore/
Allen Career Institute - Staff Software Engineer - Backend,Job available in Bangalore,Founded in 1988,More than 1000 employees,"Allen is a career coaching institute that offers classroom, distance learning, and online courses to students who are appearing for national-level entrance exams while operating across 35 cities nationwide.","Python
Java
Data Structures
Algorithms
C++",https://www.instahyre.com/job-288970-staff-software-engineer-backend-at-allen-career-institute-bangalore/
BharatPe - Engineering Manager,Job available in Work From Home,Founded in 2018,50 - 200 employees,BharatPe is a Financial Services company that offers QR code-based payment app for offline retailers & businesses. It allows merchants to accept UPI payments for FREE' through the BharatPe QR.,"Python
Java
Data Structures
Golang
Algorithms",https://www.instahyre.com/job-289003-engineering-manager-at-bharatpe-work-from-home/
Cloudaeon - Azure Data Engineer,Job available in Pune,Founded in 2016,10 - 50 employees,"Cloudaeon is a technology consulting company that provides AI-based products and services like DevOps, Big Data analytics, data engineering, and more to businesses operating in retail and logistics industries.","Python
Databricks
Azure Data Factory
PySpark
SQL",https://www.instahyre.com/job-288923-azure-data-engineer-at-cloudaeon-pune/
Cyware Labs - Director of Engineering,Job available in Bangalore,Founded in 2016,200 - 500 employees,Cyware is an app to help cyber security professionals and general internet users stay informed about happenings in the cyber world with expertly curated stories and updates.,"Python
Golang
Java",https://www.instahyre.com/job-288906-director-of-engineering-at-cyware-labs-bangalore/
Deloitte - Fullstack Developer,Job available in Bangalore,Founded in 1845,More than 1000 employees,"Deloitte is a business consulting and services providing organization that offers industry-leading audit, consulting, tax management, and financial advisory services to many of the world's most admired brands.","Python
React.js
JavaScript
AWS
SQL",https://www.instahyre.com/job-288910-fullstack-developer-at-deloitte-bangalore/
"Fairmatic - Senior Software Engineer (Level - III) , Backend",Job available in Bangalore,Founded in 2019,50 - 200 employees,Fairmatic is a performance-priced commercial auto insurance provider that encourages customers to be safer on road by rewarding safe driving and giving real-time visibility into unsafe driving behaviors.,"Python
AWS
Django
PostgreSQL
Flask",https://www.instahyre.com/job-288988-senior-software-engineer-level-iii-backend-at-fairmatic-bangalore/
Insticator - BI Analyst,Job available in Work From Home,Founded in 2012,50 - 200 employees,"Insticator empowers publishers and readers with its full suite of engagement and human-moderated commenting products that allow audiences to voice their opinions in safe, and interactive environments.","Python
R
Tableau",https://www.instahyre.com/job-288990-bi-analyst-at-insticator-work-from-home/
Kinara Capital - Data Scientist,Job available in Bangalore,Founded in 2011,500 - 1000 employees,"Kinara Capital is a fintech firm that aims to transforms lives, livelihoods, and local economies by providing fast and flexible loans without collateral to small business entrepreneurs in India.",Python,https://www.instahyre.com/job-288850-data-scientist-at-kinara-capital-bangalore/
Limendo - Data Engineer,Job available in Ahmedabad,Founded in 2018,10 - 50 employees,"Limendo is an IT company that enables SMBs to leverage data, data science, and emerging technologies for decision-making and builds intelligent platforms, online and offline applications, and mobile apps for them.","Python
AWS
Azure
Azure Data Lake
Data Warehousing
+4",https://www.instahyre.com/job-288871-data-engineer-at-limendo-ahmedabad/
Nexthink - Cloudops Developer,Job available in Bangalore,Founded in 2004,500 - 1000 employees,"Nexthink is a software company known for its digital employee experience management software. It offers features like real-time analytics, instant remediation, automation, and employee feedback, etc.","Python
Docker
Kubernetes
AWS
Linux",https://www.instahyre.com/job-288979-cloudops-developer-at-nexthink-bangalore/
nference - Sr. . Software Developer,Job available in Bangalore,Founded in 2013,200 - 500 employees,nference is an AI-powered firm that partners with medical centers to turn electronic medical records into software solutions while making biomedical knowledge computable for solving healthcare problems.,"Python
Django
Data Structures
Algorithms",https://www.instahyre.com/job-288957-sr-software-developer-at-nference-2-bangalore/
Nference Labs - Software Engineer,Job available in Bangalore,Founded in 2015,10 - 50 employees,"nference has created nferX, an AI software platform that has the ability to generate data driven hypotheses rapidly in the field of healthcare. It converts unstructured data to structured & provides actionable insights.","Python
Django
C++
SQL",https://www.instahyre.com/job-288951-software-engineer-at-nference-labs-bangalore/
Salesforce - Software Engineering Manager - LMTS / PMTS,Job available in Bangalore,Founded in 1999,More than 1000 employees,Salesforce is an enterprise cloud computing company that provides business software on a subscription basis. Best known for its on-demand CRM solutions but offers various other products as well.,"Python
.NET
C
C++
Golang
Java
C#",https://www.instahyre.com/job-288943-software-engineering-manager-lmts-pmts-at-salesforce-bangalore/
TenXerLabs - Senior Backend Engineer,Job available in Bangalore,Founded in 2022,10 - 50 employees,"TenXerLabs is a tech startup building a web platform, Livebench, that enables companies in the electronics and semiconductor industries to fix and optimize any IC issues and accelerate their IC adoption process.","Python
Data Structures
AWS
Kubernetes",https://www.instahyre.com/job-288998-senior-backend-engineer-at-tenxerlabs-bangalore/
Triomics - Lead Software Engineer,Job available in Bangalore,Founded in 2020,10 - 50 employees,"Triomics is an end-to-end cloud platform for pharmaceutical and biotech companies to run observational, bio-specimen collection, and remote clinical trials seamlessly in a single workflow.","Python
Django
Hibernate
Data Structures
Algorithms",https://www.instahyre.com/job-289014-lead-software-engineer-at-triomics-bangalore/
WeWork - Engineering Manager,Job available in Bangalore,Founded in 2010,More than 1000 employees,"WeWork is an American company that provides shared workspaces, technology startup subculture communities, and services for entrepreneurs, freelancers, startups, small businesses and large enterprises.","Python
Java
AWS
JavaScript
Data Structures",https://www.instahyre.com/job-288826-engineering-manager-at-wework-bangalore/
Whirldata - Full Stack Engineer,Job available in Chennai,Founded in 2017,10 - 50 employees,"Whirldata provides data analytics and artificial intelligence-related business solutions across various industry segments like agriculture, manufacturing, eCommerce, textile, energy industry, and healthcare.","Python
JavaScript
.NET
AWS
Angular
Architecture
+20",https://www.instahyre.com/job-288844-full-stack-engineer-at-whirldata-chennai/
xalts - Backend Developer,Job available in Bangalore,Founded in 2022,0 - 10 employees,"xalts is a global investment management and technology firm that develops investment products, platforms, and solutions to access opportunities in digital assets in a secure and compliant manner.","Python
JavaScript
Java
Data Structures
SQL",https://www.instahyre.com/job-288836-backend-developer-at-xalts-bangalore/
Aideo Technologies - Senior Data Engineer,Job available in Work From Home,Founded in 2009,10 - 50 employees,"Aideo Technologies is a provider of software automation tools for the healthcare industry. It uses artificial intelligence, robotics, and machine learning to develop tools for the healthcare industry.",Python,https://www.instahyre.com/job-288985-senior-data-engineer-at-aideo-technologies-work-from-home/
CRED - Cloud Security,Job available in Bangalore,Founded in 2018,200 - 500 employees,"CRED is a platform that enables CREDit card users to pay their bills and get rewarded by partner brands. Started by Kunal Shah, who had previously founded Freecharge and sold it to Snapdeal.","Python
AWS
Cloud Security",https://www.instahyre.com/job-288971-senior-software-engineer-backend-at-allen-career-institute-bangalore/
CRED - Threat Engineer,Job available in Bangalore,Founded in 2018,200 - 500 employees,"CRED is a platform that enables CREDit card users to pay their bills and get rewarded by partner brands. Started by Kunal Shah, who had previously founded Freecharge and sold it to Snapdeal.","Python
Information Security
Security Services
SIEM
+1",https://www.instahyre.com/job-288705-threat-engineer-at-cred-bangalore/
Esper - Senior DevOps / SRE,Job available in Bangalore,Founded in 2017,50 - 200 employees,"Esper is a cloud-based android device deployment and application management platform that helps organizations remotely scale and manage their critical edge devices such as ATMs, kiosks, POS, wearables, etc.","Python
DevOps
AWS
Kubernetes
Docker",https://www.instahyre.com/job-288789-senior-devops-sre-at-esper-bangalore/
Gate AI - Enterprise Architect,Job available in Chennai,Founded in 2023,50 - 200 employees,"GateAI is a user-friendly AI platform leveraging cutting-edge technology to enable diverse user groups to create, use, and share AI tools tailored to their specific needs with no prior AI or programming knowledge.","Python
Java
C++
Golang
C",https://www.instahyre.com/job-288701-enterprise-architect-at-gate-ai-chennai/
goGlocal - Backend Developer,Job available in Work From Home,Founded in 2021,10 - 50 employees,goGlocal is a global eCommerce exports start-up that is disrupting how brands sell internationally by offering international sales channels and exporting solutions to help brands and sellers reach new customers.,"Python
Django",https://www.instahyre.com/job-288786-backend-developer-at-goglocal-work-from-home/
Gyaan AI - Senior Backend Engineer (Python),Job available in Pune,Founded in 2021,10 - 50 employees,"Gyaan.ai is a revenue collaboration workspace that helps B2B revenue teams win more deals and accelerate revenue growth by ensuring collaboration, engagement, deal intelligence, and workflow integrations.","Python
AWS
CI - CD
Django
Git
GitLab
PostgreSQL
+2",https://www.instahyre.com/job-288811-senior-backend-engineer-python-at-gyaan-ai-pune/
HealthPlix - PSE,Job available in Bangalore,Founded in 2014,50 - 200 employees,"HealthPlix is an Electronic Medical Record system which helps in E-prescription, Automatic Lab Operations like Auto-analyzers, Auto-Sms sending, Chat System, Smart Billing Interface, & Insights using AI & Big Data.","Python
Java
Data Structures
Algorithms
Microservices",https://www.instahyre.com/job-288752-pse-at-healthplix-bangalore/
